Number_of_throws;	chi2
5830;	1.0632000000e+02
5831;	8.0140000000e+01
5832;	9.2460000000e+01
5833;	1.0739000000e+02
5834;	7.3920000000e+01
5835;	9.2620000000e+01
5836;	9.7050000000e+01
5837;	9.3570000000e+01
5838;	9.4510000000e+01
5839;	9.7110000000e+01
5840;	1.1926000000e+02
5841;	8.2750000000e+01
5842;	1.2337000000e+02
5843;	1.1361000000e+02
5844;	7.9400000000e+01
5845;	8.3860000000e+01
5846;	1.0488000000e+02
5847;	1.1219000000e+02
5848;	7.5760000000e+01
5849;	1.0305000000e+02
5850;	1.0307000000e+02
5851;	8.3190000000e+01
5852;	1.0743000000e+02
5853;	8.3290000000e+01
5854;	9.0360000000e+01
5855;	9.5530000000e+01
5856;	1.1279000000e+02
5857;	1.1319000000e+02
5858;	1.0006000000e+02
5859;	1.0489000000e+02
5860;	1.0203000000e+02
5861;	1.0433000000e+02
5862;	1.0303000000e+02
5863;	1.0119000000e+02
5864;	9.8530000000e+01
5865;	1.1118000000e+02
5866;	8.0070000000e+01
5867;	9.7560000000e+01
5868;	1.2145000000e+02
5869;	9.8000000000e+01
5870;	7.9210000000e+01
5871;	1.1747000000e+02
5872;	7.6980000000e+01
5873;	9.3800000000e+01
5874;	9.8900000000e+01
5875;	8.2250000000e+01
5876;	9.1210000000e+01
5877;	1.0512000000e+02
5878;	9.7760000000e+01
5879;	9.7130000000e+01
5880;	1.2277000000e+02
5881;	1.1403000000e+02
5882;	1.1789000000e+02
5883;	1.0382000000e+02
5884;	9.3670000000e+01
5885;	8.8520000000e+01
5886;	1.1323000000e+02
5887;	9.7440000000e+01
5888;	1.0746000000e+02
5889;	9.6070000000e+01
5890;	1.0792000000e+02
5891;	1.0057000000e+02
5892;	1.1825000000e+02
5893;	7.9220000000e+01
5894;	8.7580000000e+01
5895;	1.1755000000e+02
5896;	1.0339000000e+02
5897;	7.8190000000e+01
5898;	1.0280000000e+02
5899;	1.1043000000e+02
5900;	1.0052000000e+02
5901;	8.3070000000e+01
5902;	1.0146000000e+02
5903;	1.0268000000e+02
5904;	8.7780000000e+01
5905;	9.5970000000e+01
5906;	9.3630000000e+01
5907;	9.0630000000e+01
5908;	1.1477000000e+02
5909;	8.2220000000e+01
5910;	9.7940000000e+01
5911;	8.3730000000e+01
5912;	9.1780000000e+01
5913;	9.3150000000e+01
5914;	8.6070000000e+01
5915;	1.0114000000e+02
5916;	1.1749000000e+02
5917;	8.7720000000e+01
5918;	9.3730000000e+01
5919;	1.3430000000e+02
5920;	9.9610000000e+01
5921;	1.0568000000e+02
5922;	8.4800000000e+01
5923;	7.4370000000e+01
5924;	7.9570000000e+01
5925;	9.1260000000e+01
5926;	9.4190000000e+01
5927;	9.2060000000e+01
5928;	9.5230000000e+01
5929;	1.0094000000e+02
5930;	1.0090000000e+02
5931;	6.8570000000e+01
5932;	1.0970000000e+02
5933;	8.5420000000e+01
5934;	9.3920000000e+01
5935;	1.0849000000e+02
5936;	1.1687000000e+02
5937;	8.8840000000e+01
5938;	1.0655000000e+02
5939;	1.0367000000e+02
5940;	9.6160000000e+01
5941;	9.5730000000e+01
5942;	1.1216000000e+02
5943;	1.0977000000e+02
5944;	1.1095000000e+02
5945;	9.9200000000e+01
5946;	1.1004000000e+02
5947;	1.1051000000e+02
5948;	9.6060000000e+01
5949;	9.7960000000e+01
5950;	8.0850000000e+01
5951;	1.2579000000e+02
5952;	1.1885000000e+02
5953;	9.2370000000e+01
5954;	9.1170000000e+01
5955;	9.7090000000e+01
5956;	1.0125000000e+02
5957;	1.1308000000e+02
5958;	9.1130000000e+01
5959;	9.8440000000e+01
5960;	1.1278000000e+02
5961;	9.1570000000e+01
5962;	1.0489000000e+02
5963;	1.2474000000e+02
5964;	1.1060000000e+02
5965;	8.9760000000e+01
5966;	1.0517000000e+02
5967;	8.6100000000e+01
5968;	9.1610000000e+01
5969;	6.8460000000e+01
5970;	9.3330000000e+01
5971;	8.6820000000e+01
5972;	1.1102000000e+02
5973;	1.0199000000e+02
5974;	8.4610000000e+01
5975;	6.9760000000e+01
5976;	1.0085000000e+02
5977;	1.1297000000e+02
5978;	8.5470000000e+01
5979;	1.1069000000e+02
5980;	9.1840000000e+01
5981;	8.1400000000e+01
5982;	8.4470000000e+01
5983;	9.7990000000e+01
5984;	9.8150000000e+01
5985;	9.2610000000e+01
5986;	1.0413000000e+02
5987;	1.2834000000e+02
5988;	1.0216000000e+02
5989;	1.0315000000e+02
5990;	1.2103000000e+02
5991;	8.5960000000e+01
5992;	1.0855000000e+02
5993;	9.1600000000e+01
5994;	9.8920000000e+01
5995;	1.0532000000e+02
5996;	9.3820000000e+01
5997;	9.9510000000e+01
5998;	1.2690000000e+02
5999;	8.5600000000e+01
6000;	9.8460000000e+01
6001;	1.1133000000e+02
6002;	1.1751000000e+02
6003;	9.5200000000e+01
6004;	9.0940000000e+01
6005;	1.2064000000e+02
6006;	1.0403000000e+02
6007;	1.1083000000e+02
6008;	8.6900000000e+01
6009;	1.2900000000e+02
6010;	9.9870000000e+01
6011;	1.1977000000e+02
6012;	9.1280000000e+01
6013;	7.9910000000e+01
6014;	1.3541000000e+02
6015;	9.4100000000e+01
6016;	1.0917000000e+02
6017;	8.7490000000e+01
6018;	9.5670000000e+01
6019;	9.3890000000e+01
6020;	1.4177000000e+02
6021;	1.0081000000e+02
6022;	8.9710000000e+01
6023;	1.0486000000e+02
6024;	1.0009000000e+02
6025;	1.0475000000e+02
6026;	9.4720000000e+01
6027;	9.1140000000e+01
6028;	1.0561000000e+02
6029;	1.2926000000e+02
6030;	9.0300000000e+01
6031;	7.9880000000e+01
6032;	9.8390000000e+01
6033;	1.2040000000e+02
6034;	1.2322000000e+02
6035;	7.6620000000e+01
6036;	9.6330000000e+01
6037;	7.7680000000e+01
6038;	1.1334000000e+02
6039;	1.1232000000e+02
6040;	1.0805000000e+02
6041;	1.1598000000e+02
6042;	7.9090000000e+01
6043;	1.0553000000e+02
6044;	9.4430000000e+01
6045;	7.8820000000e+01
6046;	8.3950000000e+01
6047;	8.4180000000e+01
6048;	9.7510000000e+01
6049;	9.8270000000e+01
6050;	1.2750000000e+02
6051;	9.2400000000e+01
6052;	9.0560000000e+01
6053;	1.1888000000e+02
6054;	1.0217000000e+02
6055;	8.3930000000e+01
6056;	9.0480000000e+01
6057;	1.1031000000e+02
6058;	8.5860000000e+01
6059;	8.6970000000e+01
6060;	9.3770000000e+01
6061;	8.9700000000e+01
6062;	1.0761000000e+02
6063;	1.0004000000e+02
6064;	8.6950000000e+01
6065;	7.8240000000e+01
6066;	1.2481000000e+02
6067;	8.9610000000e+01
6068;	9.5940000000e+01
6069;	1.0035000000e+02
6070;	8.7980000000e+01
6071;	9.6690000000e+01
6072;	9.6650000000e+01
6073;	1.1240000000e+02
6074;	1.0995000000e+02
6075;	7.2480000000e+01
6076;	9.4450000000e+01
6077;	1.1959000000e+02
6078;	1.0313000000e+02
6079;	6.9540000000e+01
6080;	1.2647000000e+02
6081;	1.0438000000e+02
6082;	9.7080000000e+01
6083;	1.2716000000e+02
6084;	1.1816000000e+02
6085;	1.0778000000e+02
6086;	8.7740000000e+01
6087;	8.8120000000e+01
6088;	1.0140000000e+02
6089;	1.0957000000e+02
6090;	1.0113000000e+02
6091;	9.7350000000e+01
6092;	1.0389000000e+02
6093;	9.2050000000e+01
6094;	9.0380000000e+01
6095;	8.7280000000e+01
6096;	8.9990000000e+01
6097;	1.1490000000e+02
6098;	7.4240000000e+01
6099;	1.2689000000e+02
6100;	1.0630000000e+02
6101;	1.1181000000e+02
6102;	9.2290000000e+01
6103;	9.5210000000e+01
6104;	9.5660000000e+01
6105;	1.1843000000e+02
6106;	1.0195000000e+02
6107;	1.1822000000e+02
6108;	1.1760000000e+02
6109;	1.1795000000e+02
6110;	1.1813000000e+02
6111;	1.0633000000e+02
6112;	9.9100000000e+01
6113;	1.1121000000e+02
6114;	1.0144000000e+02
6115;	1.0648000000e+02
6116;	1.0024000000e+02
6117;	1.0670000000e+02
6118;	1.0210000000e+02
6119;	8.8930000000e+01
6120;	1.0478000000e+02
6121;	1.1017000000e+02
6122;	9.8610000000e+01
6123;	9.7370000000e+01
6124;	9.4100000000e+01
6125;	8.7830000000e+01
6126;	8.7180000000e+01
6127;	1.2175000000e+02
6128;	7.4880000000e+01
6129;	7.0710000000e+01
6130;	9.7800000000e+01
6131;	1.1148000000e+02
6132;	8.6020000000e+01
6133;	8.8470000000e+01
6134;	9.2520000000e+01
6135;	1.1416000000e+02
6136;	1.0060000000e+02
6137;	9.9760000000e+01
6138;	9.5770000000e+01
6139;	7.9740000000e+01
6140;	9.5520000000e+01
6141;	1.0094000000e+02
6142;	8.5630000000e+01
6143;	1.0175000000e+02
6144;	1.0034000000e+02
6145;	1.0717000000e+02
6146;	8.8790000000e+01
6147;	8.7960000000e+01
6148;	1.1701000000e+02
6149;	6.6230000000e+01
6150;	8.6240000000e+01
6151;	8.3900000000e+01
6152;	1.0441000000e+02
6153;	8.3650000000e+01
6154;	1.2947000000e+02
6155;	9.1060000000e+01
6156;	8.8140000000e+01
6157;	7.1790000000e+01
6158;	8.4680000000e+01
6159;	1.1484000000e+02
6160;	8.1990000000e+01
6161;	1.1963000000e+02
6162;	1.1229000000e+02
6163;	8.1440000000e+01
6164;	9.6010000000e+01
6165;	8.3950000000e+01
6166;	1.0763000000e+02
6167;	8.4430000000e+01
6168;	8.8170000000e+01
6169;	1.0637000000e+02
6170;	1.0166000000e+02
6171;	8.5320000000e+01
6172;	1.1129000000e+02
6173;	1.0415000000e+02
6174;	1.1345000000e+02
6175;	1.1021000000e+02
6176;	9.3800000000e+01
6177;	1.0965000000e+02
6178;	1.0822000000e+02
6179;	1.2212000000e+02
6180;	8.7620000000e+01
6181;	8.4360000000e+01
6182;	1.0556000000e+02
6183;	1.0524000000e+02
6184;	9.8970000000e+01
6185;	1.2771000000e+02
6186;	1.0548000000e+02
6187;	9.7770000000e+01
6188;	8.8390000000e+01
6189;	9.1370000000e+01
6190;	8.7780000000e+01
6191;	1.0200000000e+02
6192;	9.5760000000e+01
6193;	1.2115000000e+02
6194;	1.0052000000e+02
6195;	8.5250000000e+01
6196;	9.2490000000e+01
6197;	1.0926000000e+02
6198;	1.2131000000e+02
6199;	9.2950000000e+01
6200;	9.8920000000e+01
6201;	1.0023000000e+02
6202;	9.9410000000e+01
6203;	8.5460000000e+01
6204;	9.6090000000e+01
6205;	9.0930000000e+01
6206;	1.1309000000e+02
6207;	7.6960000000e+01
6208;	1.3326000000e+02
6209;	8.7590000000e+01
6210;	1.0547000000e+02
6211;	9.6530000000e+01
6212;	1.1542000000e+02
6213;	1.0594000000e+02
6214;	1.1232000000e+02
6215;	7.9010000000e+01
6216;	8.6470000000e+01
6217;	8.8100000000e+01
6218;	1.0133000000e+02
6219;	1.1320000000e+02
6220;	9.0890000000e+01
6221;	9.5990000000e+01
6222;	1.0094000000e+02
6223;	9.6370000000e+01
6224;	1.3334000000e+02
6225;	1.0730000000e+02
6226;	7.9860000000e+01
6227;	1.2722000000e+02
6228;	9.4830000000e+01
6229;	7.2720000000e+01
6230;	9.9240000000e+01
6231;	1.1366000000e+02
6232;	1.0299000000e+02
6233;	1.0610000000e+02
6234;	6.9310000000e+01
6235;	1.0808000000e+02
6236;	7.4580000000e+01
6237;	9.4120000000e+01
6238;	9.8300000000e+01
6239;	9.5240000000e+01
6240;	9.5690000000e+01
6241;	9.5260000000e+01
6242;	7.7540000000e+01
6243;	1.0868000000e+02
6244;	7.5540000000e+01
6245;	1.0195000000e+02
6246;	1.0348000000e+02
6247;	1.0014000000e+02
6248;	1.0865000000e+02
6249;	8.7520000000e+01
6250;	9.6270000000e+01
6251;	8.7360000000e+01
6252;	8.1380000000e+01
6253;	1.0724000000e+02
6254;	1.3548000000e+02
6255;	8.9530000000e+01
6256;	7.3710000000e+01
6257;	8.0350000000e+01
6258;	1.0651000000e+02
6259;	1.1185000000e+02
6260;	7.9990000000e+01
6261;	8.8240000000e+01
6262;	1.0763000000e+02
6263;	6.9440000000e+01
6264;	1.0256000000e+02
6265;	7.4490000000e+01
6266;	9.3660000000e+01
6267;	9.4810000000e+01
6268;	1.1798000000e+02
6269;	1.0631000000e+02
6270;	1.1392000000e+02
6271;	1.3458000000e+02
6272;	9.5840000000e+01
6273;	1.1000000000e+02
6274;	9.2350000000e+01
6275;	9.2230000000e+01
6276;	9.1590000000e+01
6277;	1.4366000000e+02
6278;	8.9040000000e+01
6279;	9.2620000000e+01
6280;	1.0423000000e+02
6281;	8.7660000000e+01
6282;	1.1548000000e+02
6283;	8.2010000000e+01
6284;	9.2990000000e+01
6285;	1.0217000000e+02
6286;	1.0114000000e+02
6287;	6.9720000000e+01
6288;	1.1321000000e+02
6289;	9.4500000000e+01
6290;	9.8010000000e+01
6291;	1.0881000000e+02
6292;	7.8370000000e+01
6293;	8.2470000000e+01
6294;	1.0934000000e+02
6295;	1.0137000000e+02
6296;	8.8090000000e+01
6297;	1.0009000000e+02
6298;	7.4690000000e+01
6299;	1.0538000000e+02
6300;	9.3280000000e+01
6301;	8.7360000000e+01
6302;	8.2260000000e+01
6303;	7.0550000000e+01
6304;	6.9960000000e+01
6305;	1.0111000000e+02
6306;	9.1780000000e+01
6307;	8.8880000000e+01
6308;	9.5090000000e+01
6309;	7.4960000000e+01
6310;	8.7690000000e+01
6311;	8.2850000000e+01
6312;	1.0748000000e+02
6313;	7.1070000000e+01
6314;	1.1797000000e+02
6315;	1.1634000000e+02
6316;	1.1983000000e+02
6317;	9.0110000000e+01
6318;	1.2351000000e+02
6319;	1.0466000000e+02
6320;	1.0320000000e+02
6321;	1.2197000000e+02
6322;	9.6180000000e+01
6323;	1.1960000000e+02
6324;	9.9340000000e+01
6325;	8.7290000000e+01
6326;	1.1877000000e+02
6327;	9.4680000000e+01
6328;	7.6620000000e+01
6329;	7.9180000000e+01
6330;	7.9230000000e+01
6331;	9.2100000000e+01
6332;	1.0281000000e+02
6333;	1.0131000000e+02
6334;	1.1813000000e+02
6335;	1.1179000000e+02
6336;	8.2050000000e+01
6337;	8.6940000000e+01
6338;	1.2166000000e+02
6339;	1.0863000000e+02
6340;	1.0874000000e+02
6341;	9.1040000000e+01
6342;	1.0068000000e+02
6343;	9.4430000000e+01
6344;	1.0857000000e+02
6345;	1.0669000000e+02
6346;	7.5260000000e+01
6347;	1.2674000000e+02
6348;	1.2449000000e+02
6349;	9.6080000000e+01
6350;	9.1130000000e+01
6351;	1.0894000000e+02
6352;	7.1310000000e+01
6353;	1.1096000000e+02
6354;	1.1619000000e+02
6355;	1.0245000000e+02
6356;	1.0601000000e+02
6357;	1.0681000000e+02
6358;	1.0471000000e+02
6359;	8.5480000000e+01
6360;	1.0454000000e+02
6361;	9.4930000000e+01
6362;	9.0010000000e+01
6363;	8.9370000000e+01
6364;	8.7760000000e+01
6365;	1.0025000000e+02
6366;	7.2110000000e+01
6367;	9.9590000000e+01
6368;	9.1300000000e+01
6369;	1.1081000000e+02
6370;	8.5860000000e+01
6371;	8.6560000000e+01
6372;	1.1118000000e+02
6373;	1.1620000000e+02
6374;	8.4420000000e+01
6375;	1.0685000000e+02
6376;	8.9250000000e+01
6377;	7.5950000000e+01
6378;	9.5450000000e+01
6379;	8.4250000000e+01
6380;	8.7540000000e+01
6381;	9.9970000000e+01
6382;	7.8920000000e+01
6383;	1.2879000000e+02
6384;	8.7510000000e+01
6385;	1.0892000000e+02
6386;	1.0737000000e+02
6387;	9.1760000000e+01
6388;	1.0620000000e+02
6389;	9.9790000000e+01
6390;	1.0598000000e+02
6391;	8.8290000000e+01
6392;	9.8440000000e+01
6393;	9.6630000000e+01
6394;	9.1850000000e+01
6395;	8.8350000000e+01
6396;	8.7590000000e+01
6397;	9.1740000000e+01
6398;	8.5090000000e+01
6399;	9.1090000000e+01
6400;	1.0067000000e+02
6401;	9.0640000000e+01
6402;	1.2188000000e+02
6403;	1.0872000000e+02
6404;	1.2414000000e+02
6405;	9.5050000000e+01
6406;	9.9220000000e+01
6407;	1.3225000000e+02
6408;	9.8340000000e+01
6409;	1.1075000000e+02
6410;	1.1292000000e+02
6411;	8.7420000000e+01
6412;	8.4910000000e+01
6413;	1.0575000000e+02
6414;	1.0065000000e+02
6415;	1.0822000000e+02
6416;	9.6550000000e+01
6417;	1.0472000000e+02
6418;	1.0740000000e+02
6419;	7.9000000000e+01
6420;	1.0489000000e+02
6421;	1.0487000000e+02
6422;	9.5040000000e+01
6423;	9.0770000000e+01
6424;	9.6580000000e+01
6425;	9.9490000000e+01
6426;	8.1680000000e+01
6427;	1.1388000000e+02
6428;	1.0069000000e+02
6429;	1.0861000000e+02
6430;	9.7580000000e+01
6431;	1.1514000000e+02
6432;	1.0803000000e+02
6433;	9.9680000000e+01
6434;	1.0911000000e+02
6435;	1.0282000000e+02
6436;	9.2740000000e+01
6437;	1.0540000000e+02
6438;	7.5150000000e+01
6439;	1.1299000000e+02
6440;	1.3744000000e+02
6441;	8.4060000000e+01
6442;	8.1690000000e+01
6443;	8.5500000000e+01
6444;	8.3760000000e+01
6445;	9.2590000000e+01
6446;	1.0474000000e+02
6447;	1.1095000000e+02
6448;	7.0110000000e+01
6449;	1.0665000000e+02
6450;	1.3025000000e+02
6451;	9.6040000000e+01
6452;	1.1266000000e+02
6453;	9.3090000000e+01
6454;	9.7270000000e+01
6455;	1.1150000000e+02
6456;	9.1020000000e+01
6457;	9.3280000000e+01
6458;	9.3060000000e+01
6459;	1.0104000000e+02
6460;	1.4018000000e+02
6461;	9.7390000000e+01
6462;	1.0032000000e+02
6463;	8.8040000000e+01
6464;	1.1715000000e+02
6465;	8.8960000000e+01
6466;	9.7370000000e+01
6467;	1.0857000000e+02
6468;	8.0900000000e+01
6469;	1.0367000000e+02
6470;	8.7480000000e+01
6471;	1.3136000000e+02
6472;	8.3820000000e+01
6473;	9.8920000000e+01
6474;	1.0260000000e+02
6475;	1.0882000000e+02
6476;	1.0289000000e+02
6477;	9.4230000000e+01
6478;	1.1619000000e+02
6479;	8.4590000000e+01
6480;	1.2141000000e+02
6481;	1.0936000000e+02
6482;	9.4470000000e+01
6483;	8.6140000000e+01
6484;	9.5360000000e+01
6485;	8.0560000000e+01
6486;	8.5940000000e+01
6487;	9.5560000000e+01
6488;	1.2608000000e+02
6489;	1.0643000000e+02
6490;	9.4730000000e+01
6491;	8.7360000000e+01
6492;	9.4720000000e+01
6493;	1.4238000000e+02
6494;	1.2268000000e+02
6495;	1.1526000000e+02
6496;	8.9970000000e+01
6497;	8.9940000000e+01
6498;	1.2766000000e+02
6499;	1.1268000000e+02
6500;	9.6200000000e+01
6501;	9.3740000000e+01
6502;	9.9130000000e+01
6503;	1.0957000000e+02
6504;	9.6290000000e+01
6505;	8.4820000000e+01
6506;	9.9280000000e+01
6507;	1.0579000000e+02
6508;	9.9320000000e+01
6509;	1.1765000000e+02
6510;	9.5260000000e+01
6511;	1.0010000000e+02
6512;	8.5950000000e+01
6513;	1.0866000000e+02
6514;	1.1958000000e+02
6515;	9.9730000000e+01
6516;	9.2460000000e+01
6517;	1.0015000000e+02
6518;	1.1895000000e+02
6519;	7.9960000000e+01
6520;	1.0933000000e+02
6521;	8.4870000000e+01
6522;	6.9860000000e+01
6523;	8.4240000000e+01
6524;	8.5470000000e+01
6525;	1.1627000000e+02
6526;	1.1222000000e+02
6527;	8.6910000000e+01
6528;	1.0126000000e+02
6529;	9.1270000000e+01
6530;	1.1462000000e+02
6531;	1.0103000000e+02
6532;	8.0960000000e+01
6533;	1.0431000000e+02
6534;	7.4780000000e+01
6535;	9.8570000000e+01
6536;	1.2509000000e+02
6537;	7.7680000000e+01
6538;	8.1990000000e+01
6539;	8.4380000000e+01
6540;	9.2970000000e+01
6541;	8.8090000000e+01
6542;	9.7460000000e+01
6543;	1.0857000000e+02
6544;	8.9220000000e+01
6545;	1.0262000000e+02
6546;	9.8300000000e+01
6547;	9.3340000000e+01
6548;	1.1218000000e+02
6549;	1.0494000000e+02
6550;	8.7670000000e+01
6551;	1.0177000000e+02
6552;	1.2495000000e+02
6553;	1.1709000000e+02
6554;	1.0430000000e+02
6555;	8.3110000000e+01
6556;	9.7310000000e+01
6557;	1.0461000000e+02
6558;	1.2280000000e+02
6559;	8.7610000000e+01
6560;	9.4690000000e+01
6561;	1.0241000000e+02
6562;	9.8670000000e+01
6563;	1.0053000000e+02
6564;	7.2080000000e+01
6565;	1.0091000000e+02
6566;	1.0643000000e+02
6567;	1.0578000000e+02
6568;	1.1197000000e+02
6569;	1.0920000000e+02
6570;	8.5500000000e+01
6571;	8.7330000000e+01
6572;	1.0231000000e+02
6573;	1.1286000000e+02
6574;	9.8370000000e+01
6575;	8.9300000000e+01
6576;	7.4580000000e+01
6577;	8.9180000000e+01
6578;	1.1255000000e+02
6579;	1.0089000000e+02
6580;	9.5880000000e+01
6581;	7.7300000000e+01
6582;	7.2230000000e+01
6583;	9.5640000000e+01
6584;	1.0994000000e+02
6585;	8.4440000000e+01
6586;	1.0248000000e+02
6587;	1.0367000000e+02
6588;	9.5190000000e+01
6589;	1.0084000000e+02
6590;	1.0010000000e+02
6591;	9.7990000000e+01
6592;	9.0820000000e+01
6593;	1.2484000000e+02
6594;	1.0342000000e+02
6595;	1.1362000000e+02
6596;	8.9450000000e+01
6597;	9.5520000000e+01
6598;	1.0131000000e+02
6599;	7.7900000000e+01
6600;	1.0177000000e+02
6601;	1.0177000000e+02
6602;	1.0347000000e+02
6603;	1.0121000000e+02
6604;	1.1815000000e+02
6605;	1.0237000000e+02
6606;	9.7390000000e+01
6607;	1.0176000000e+02
6608;	9.2760000000e+01
6609;	9.0960000000e+01
6610;	1.0551000000e+02
6611;	1.0456000000e+02
6612;	9.0640000000e+01
6613;	8.3700000000e+01
6614;	1.2411000000e+02
6615;	1.1323000000e+02
6616;	9.9330000000e+01
6617;	1.0840000000e+02
6618;	7.2960000000e+01
6619;	1.2016000000e+02
6620;	1.2251000000e+02
6621;	8.9840000000e+01
6622;	1.0447000000e+02
6623;	9.4590000000e+01
6624;	8.0280000000e+01
6625;	1.0217000000e+02
6626;	1.0567000000e+02
6627;	8.3360000000e+01
6628;	7.2260000000e+01
6629;	8.9530000000e+01
6630;	1.2421000000e+02
6631;	7.0330000000e+01
6632;	1.0752000000e+02
6633;	7.7670000000e+01
6634;	9.7650000000e+01
6635;	1.0024000000e+02
6636;	9.6060000000e+01
6637;	8.9700000000e+01
6638;	9.5320000000e+01
6639;	9.8140000000e+01
6640;	9.1210000000e+01
6641;	9.0800000000e+01
6642;	8.7850000000e+01
6643;	9.5470000000e+01
6644;	9.7370000000e+01
6645;	1.1946000000e+02
6646;	1.2946000000e+02
6647;	9.7130000000e+01
6648;	1.0229000000e+02
6649;	9.5510000000e+01
6650;	7.8320000000e+01
6651;	8.0080000000e+01
6652;	7.7520000000e+01
6653;	9.3820000000e+01
6654;	9.6730000000e+01
6655;	1.1740000000e+02
6656;	1.0693000000e+02
6657;	9.7710000000e+01
6658;	8.2570000000e+01
6659;	9.8410000000e+01
6660;	1.1299000000e+02
6661;	8.2920000000e+01
6662;	7.0550000000e+01
6663;	1.1312000000e+02
6664;	1.0360000000e+02
6665;	7.1720000000e+01
6666;	1.1668000000e+02
6667;	9.3780000000e+01
6668;	9.3530000000e+01
6669;	1.2897000000e+02
6670;	9.2980000000e+01
6671;	7.9840000000e+01
6672;	8.5640000000e+01
6673;	1.4939000000e+02
6674;	1.1286000000e+02
6675;	1.0778000000e+02
6676;	1.1715000000e+02
6677;	8.3390000000e+01
6678;	9.3500000000e+01
6679;	1.0505000000e+02
6680;	1.4417000000e+02
6681;	9.3080000000e+01
6682;	9.3830000000e+01
6683;	1.2309000000e+02
6684;	1.0429000000e+02
6685;	1.0109000000e+02
6686;	1.2947000000e+02
6687;	7.1650000000e+01
6688;	8.5720000000e+01
6689;	1.1417000000e+02
6690;	9.6450000000e+01
6691;	8.3980000000e+01
6692;	1.0719000000e+02
6693;	9.5570000000e+01
6694;	9.6890000000e+01
6695;	1.2807000000e+02
6696;	8.4240000000e+01
6697;	8.3310000000e+01
6698;	1.2271000000e+02
6699;	9.2590000000e+01
6700;	9.6370000000e+01
6701;	1.0517000000e+02
6702;	9.5650000000e+01
6703;	1.0927000000e+02
6704;	9.3090000000e+01
6705;	9.4460000000e+01
6706;	9.4490000000e+01
6707;	8.8090000000e+01
6708;	8.1530000000e+01
6709;	9.8990000000e+01
6710;	6.1270000000e+01
6711;	1.0994000000e+02
6712;	1.0302000000e+02
6713;	7.7000000000e+01
6714;	1.1633000000e+02
6715;	9.2160000000e+01
6716;	1.1015000000e+02
6717;	1.0005000000e+02
6718;	1.2186000000e+02
6719;	9.8270000000e+01
6720;	8.7900000000e+01
6721;	9.8500000000e+01
6722;	1.1718000000e+02
6723;	9.9650000000e+01
6724;	9.5410000000e+01
6725;	1.0543000000e+02
6726;	1.0647000000e+02
6727;	1.0832000000e+02
6728;	9.5950000000e+01
6729;	9.8940000000e+01
6730;	1.3055000000e+02
6731;	1.1022000000e+02
6732;	9.8600000000e+01
6733;	1.1843000000e+02
6734;	1.1106000000e+02
6735;	1.1794000000e+02
6736;	1.0611000000e+02
6737;	8.1820000000e+01
6738;	7.9220000000e+01
6739;	7.0260000000e+01
6740;	9.7350000000e+01
6741;	9.4070000000e+01
6742;	8.7910000000e+01
6743;	8.7850000000e+01
6744;	9.9520000000e+01
6745;	9.4060000000e+01
6746;	1.1654000000e+02
6747;	1.0317000000e+02
6748;	7.7510000000e+01
6749;	9.4950000000e+01
6750;	8.7060000000e+01
6751;	1.0707000000e+02
6752;	1.0226000000e+02
6753;	1.1163000000e+02
6754;	8.7110000000e+01
6755;	1.0182000000e+02
6756;	9.5980000000e+01
6757;	9.0040000000e+01
6758;	8.1740000000e+01
6759;	9.4460000000e+01
6760;	8.9320000000e+01
6761;	1.0187000000e+02
6762;	1.0898000000e+02
6763;	1.0480000000e+02
6764;	9.8420000000e+01
6765;	8.8000000000e+01
6766;	1.1474000000e+02
6767;	1.1644000000e+02
6768;	1.1809000000e+02
6769;	9.3750000000e+01
6770;	8.5190000000e+01
6771;	1.1969000000e+02
6772;	9.6640000000e+01
6773;	7.0730000000e+01
6774;	8.5170000000e+01
6775;	8.8360000000e+01
6776;	1.0916000000e+02
6777;	1.2507000000e+02
6778;	1.1663000000e+02
6779;	1.2040000000e+02
6780;	9.6150000000e+01
6781;	8.9920000000e+01
6782;	1.1416000000e+02
6783;	1.0186000000e+02
6784;	1.0621000000e+02
6785;	9.0010000000e+01
6786;	9.8380000000e+01
6787;	8.2540000000e+01
