Exp_N=1;	Exp_N=2;	Exp_N=10;	Exp_N=100
4.68719e-01;	2.95430e-01;	8.33743e-01;	9.04459e-01
5.78855e-01;	1.62684e+00;	6.45855e-01;	1.06555e+00
2.78698e-01;	2.28771e+00;	6.51659e-01;	1.02975e+00
1.41042e-01;	5.61839e-01;	1.25146e+00;	8.96666e-01
7.96923e-01;	1.36728e+00;	9.04328e-01;	1.00864e+00
1.37834e+00;	7.08016e-01;	1.02250e+00;	1.04682e+00
1.08699e-01;	6.18421e-01;	1.04164e+00;	1.06812e+00
1.85450e-01;	5.72469e-01;	5.97320e-01;	8.66300e-01
1.21636e-01;	2.01904e-01;	6.98724e-01;	1.09132e+00
2.32842e+00;	1.39421e+00;	9.55689e-01;	8.72499e-01
2.25169e+00;	4.61255e-01;	1.52657e+00;	1.11661e+00
5.97293e-02;	1.66301e-01;	1.28232e+00;	1.03787e+00
1.86772e+00;	4.64234e-01;	8.52827e-01;	9.88467e-01
1.10029e+00;	9.58014e-01;	1.43312e+00;	9.93712e-01
6.34784e-01;	8.73511e-01;	7.82430e-01;	9.88804e-01
3.11421e-01;	9.37971e-01;	1.15822e+00;	1.07427e+00
2.60572e-01;	2.20085e+00;	9.64697e-01;	1.06045e+00
7.12159e-01;	2.92377e-01;	8.37500e-01;	1.04846e+00
6.89286e-01;	3.89022e-01;	1.10642e+00;	9.13006e-01
3.04812e-01;	9.48592e-01;	1.05090e+00;	1.06183e+00
3.67525e-01;	1.12555e+00;	1.14352e+00;	9.31046e-01
6.66759e-01;	4.57237e-01;	1.58852e+00;	1.06475e+00
6.69176e-01;	1.90293e+00;	1.02687e+00;	9.01114e-01
1.92272e+00;	1.52252e+00;	1.40383e+00;	1.10472e+00
3.81426e-01;	1.03844e+00;	1.06999e+00;	8.19932e-01
3.02344e+00;	6.83351e-01;	7.35419e-01;	8.54828e-01
1.75242e+00;	5.88349e-01;	1.26774e+00;	1.01339e+00
9.28371e-01;	5.25447e-01;	1.59280e+00;	9.62598e-01
4.43289e-01;	6.03991e-01;	1.21119e+00;	9.57665e-01
1.66805e+00;	1.87880e+00;	9.87552e-01;	1.07649e+00
2.75146e+00;	1.08841e+00;	5.75095e-01;	1.04397e+00
1.03187e-01;	2.83917e+00;	7.13624e-01;	1.02443e+00
7.72889e-01;	1.27432e+00;	4.67198e-01;	9.76534e-01
3.60122e-01;	5.88661e-01;	9.69019e-01;	1.21374e+00
4.10633e-01;	1.23425e+00;	9.97297e-01;	9.77434e-01
2.71121e+00;	8.77897e-01;	1.24414e+00;	1.19172e+00
5.62626e-01;	1.57307e-01;	4.43925e-01;	1.11058e+00
2.84491e+00;	1.49850e+00;	7.29746e-01;	9.59070e-01
2.71560e-01;	3.57190e-01;	1.08044e+00;	1.08065e+00
1.53622e+00;	1.26223e+00;	1.73530e+00;	9.71572e-01
8.21790e-02;	1.58473e+00;	1.05601e+00;	1.18457e+00
1.23709e+00;	2.02194e-01;	7.81372e-01;	9.70610e-01
1.99238e+00;	1.47717e+00;	7.67266e-01;	9.07410e-01
4.15736e+00;	2.42763e+00;	7.14768e-01;	9.30709e-01
1.03392e+01;	1.55172e+00;	1.64732e+00;	8.58830e-01
2.09453e-01;	2.31152e+00;	1.29247e+00;	9.54947e-01
4.56694e-01;	6.48897e-01;	1.19664e+00;	1.17182e+00
4.05579e-02;	9.83166e-01;	7.92443e-01;	9.54674e-01
1.51776e+00;	1.06759e+00;	1.08222e+00;	1.03418e+00
2.42288e-03;	8.40381e-01;	3.99312e-01;	9.43377e-01
3.79869e-01;	2.48015e+00;	1.36317e+00;	9.92919e-01
6.25750e-01;	1.96822e+00;	1.15881e+00;	1.17581e+00
1.30977e-01;	9.98442e-01;	7.30617e-01;	1.05724e+00
6.75867e-01;	1.17983e+00;	1.47415e+00;	8.03044e-01
6.59042e-01;	6.61695e-01;	9.39380e-01;	1.21686e+00
4.41726e-01;	7.72423e-01;	3.97693e-01;	9.24957e-01
2.83219e+00;	5.08104e-01;	1.63678e+00;	1.04472e+00
2.63484e-01;	3.83459e-01;	1.10414e+00;	1.10469e+00
2.49744e-01;	1.12640e+00;	1.52741e+00;	9.75764e-01
6.30046e-01;	8.28632e-01;	1.02151e+00;	9.20568e-01
1.93016e+00;	3.24923e-01;	1.27644e+00;	1.12093e+00
2.33582e-01;	1.48650e+00;	9.74847e-01;	8.85537e-01
1.00094e-01;	2.03461e+00;	8.12375e-01;	1.02365e+00
7.24608e-02;	7.83618e-01;	1.11984e+00;	1.12328e+00
1.99157e+00;	1.05713e+00;	1.25773e+00;	9.27257e-01
1.33889e+00;	2.62753e-01;	1.60410e+00;	1.06817e+00
8.41518e-01;	6.32964e-01;	9.44235e-01;	1.23339e+00
1.81841e+00;	6.52027e-01;	4.39300e-01;	9.19935e-01
2.59879e+00;	5.18881e-01;	6.36655e-01;	9.34805e-01
7.20023e-01;	1.89690e+00;	1.16974e+00;	8.65308e-01
3.70143e-01;	8.81580e-01;	1.20186e+00;	8.38097e-01
1.35507e-01;	4.90779e-01;	5.52689e-01;	1.11227e+00
1.02994e+00;	8.10962e-01;	1.78790e+00;	1.11104e+00
4.39480e-01;	6.93377e-01;	9.58999e-01;	1.08914e+00
1.73206e+00;	2.88700e+00;	5.75962e-01;	9.46645e-01
8.77546e-01;	7.47117e-01;	1.32889e+00;	9.00405e-01
4.05212e-01;	7.28163e-01;	5.35099e-01;	1.05805e+00
1.58436e+00;	1.32900e+00;	2.04591e+00;	8.66854e-01
3.26953e-01;	1.24186e+00;	7.66864e-01;	9.93270e-01
1.18941e+00;	1.42658e+00;	1.72647e+00;	1.12386e+00
2.06704e+00;	2.36513e-01;	1.48321e+00;	8.77878e-01
1.73278e+00;	9.39548e-01;	9.09302e-01;	1.24623e+00
1.98726e-01;	1.76330e-01;	8.20279e-01;	9.26045e-01
1.47424e+00;	9.02831e-01;	1.37907e+00;	9.50722e-01
1.61986e-01;	3.37489e+00;	1.31164e+00;	9.84604e-01
2.32275e+00;	2.29122e+00;	1.00812e+00;	9.49386e-01
4.64682e-01;	1.59634e+00;	8.44094e-01;	8.17941e-01
1.24802e+00;	7.52467e-01;	1.10041e+00;	1.28610e+00
6.73044e-01;	1.64898e+00;	1.06807e+00;	1.10941e+00
4.41056e-01;	9.45164e-01;	7.36090e-01;	9.57406e-01
2.33349e-01;	9.47282e-01;	9.43858e-01;	9.76942e-01
1.09864e+00;	1.34341e+00;	1.53464e+00;	1.14652e+00
1.38517e+00;	3.38278e-01;	7.35152e-01;	9.81853e-01
2.58713e+00;	3.78006e-01;	8.79221e-01;	9.53311e-01
1.36421e+00;	1.16502e+00;	1.21342e+00;	1.06733e+00
2.78229e-02;	6.36142e-01;	7.28423e-01;	1.08867e+00
1.55810e+00;	1.07129e+00;	1.26280e+00;	1.00392e+00
1.13158e+00;	6.01460e-01;	1.19710e+00;	1.04036e+00
1.79355e+00;	9.79159e-01;	9.03073e-01;	1.02442e+00
1.79775e-01;	1.55251e+00;	6.26601e-01;	9.69765e-01
2.50648e+00;	3.30958e-02;	6.93920e-01;	1.00770e+00
7.08431e-01;	1.17966e+00;	6.89393e-01;	8.80582e-01
3.17534e-02;	2.45145e+00;	5.22113e-01;	1.00388e+00
3.01338e-01;	1.29350e+00;	6.81489e-01;	1.04659e+00
1.74018e+00;	1.35816e+00;	9.28215e-01;	1.05327e+00
8.01409e-01;	7.19968e-02;	7.93722e-01;	1.07926e+00
3.83176e-01;	5.16588e-01;	7.91837e-01;	1.01257e+00
1.15331e+00;	3.36426e-01;	1.16074e+00;	8.49899e-01
1.84866e+00;	7.65542e-01;	9.21177e-01;	8.86882e-01
5.48535e-01;	5.64941e-01;	1.10229e+00;	9.82953e-01
1.10344e+00;	1.00685e+00;	4.85846e-01;	9.74649e-01
2.40619e+00;	1.19492e+00;	6.53982e-01;	1.11226e+00
1.69608e+00;	7.40438e-01;	1.34959e+00;	1.05242e+00
1.04595e-01;	6.61586e-01;	7.97276e-01;	9.85476e-01
4.04261e-01;	2.45931e+00;	6.06091e-01;	8.92242e-01
2.19825e+00;	3.00733e-01;	1.56165e+00;	8.56420e-01
1.97162e+00;	6.03737e-01;	1.74362e+00;	1.23155e+00
3.64718e-01;	8.25741e-01;	5.97942e-01;	9.38886e-01
7.25024e-03;	2.08656e+00;	1.69674e+00;	1.05681e+00
8.63823e-01;	6.44931e-01;	1.05859e+00;	1.01565e+00
1.53631e-02;	1.18711e+00;	5.18288e-01;	9.89458e-01
1.54872e+00;	1.50903e+00;	6.42633e-01;	8.52564e-01
7.47478e-01;	1.45440e-01;	1.00251e+00;	1.07267e+00
9.55448e-01;	6.04077e-01;	7.26898e-01;	9.89206e-01
2.15377e-02;	8.58233e-01;	1.16365e+00;	1.09390e+00
8.06255e-02;	6.93885e-01;	9.32970e-01;	8.92878e-01
1.68663e+00;	7.21387e-01;	6.14982e-01;	1.02072e+00
6.45008e-01;	1.23196e+00;	1.11597e+00;	8.52529e-01
7.06425e-01;	1.13221e+00;	1.02138e+00;	1.04325e+00
8.15415e-02;	3.19806e-01;	8.32153e-01;	1.10590e+00
1.00414e-01;	1.10252e+00;	1.07892e+00;	8.54692e-01
5.48591e-01;	2.69933e-01;	9.53652e-01;	1.00292e+00
4.38271e+00;	7.62508e-01;	1.08888e+00;	9.31279e-01
9.19021e-01;	2.07572e-01;	5.61974e-01;	9.63547e-01
1.02550e-02;	1.60599e-01;	1.17923e+00;	1.04904e+00
8.63861e-01;	1.25885e+00;	1.27971e+00;	7.80314e-01
2.07951e+00;	1.69472e+00;	9.74468e-01;	1.07090e+00
2.84181e-01;	9.09495e-01;	7.23348e-01;	9.70917e-01
1.38994e+00;	2.40953e+00;	1.78156e+00;	8.54260e-01
9.90293e-02;	6.85777e-01;	7.96636e-01;	1.06371e+00
1.00690e+00;	2.94787e-01;	1.26738e+00;	1.12924e+00
1.01667e+00;	4.15644e-01;	6.57145e-01;	1.18973e+00
8.22270e-01;	8.03218e-01;	9.32018e-01;	1.12170e+00
4.60717e+00;	1.55652e+00;	4.28627e-01;	1.02999e+00
3.99216e-01;	7.53170e-01;	8.98235e-01;	8.77101e-01
1.72744e+00;	4.43715e-01;	1.06981e+00;	9.72009e-01
2.59676e-01;	6.42062e-01;	1.17378e+00;	9.21687e-01
3.86744e-01;	8.87120e-01;	9.95091e-01;	1.08523e+00
1.59068e+00;	1.45359e+00;	1.19588e+00;	1.15597e+00
7.40881e-02;	6.45566e-01;	1.10260e+00;	1.05403e+00
4.12206e-01;	1.48257e+00;	5.98733e-01;	1.07501e+00
1.26777e-01;	4.01142e-01;	9.88821e-01;	9.37605e-01
2.59971e+00;	1.40380e+00;	1.22775e+00;	9.34044e-01
6.80940e-01;	2.08699e-01;	1.00308e+00;	1.01234e+00
1.05128e-02;	2.16442e+00;	1.03485e+00;	9.87437e-01
8.69310e-01;	1.16543e+00;	1.69619e+00;	1.04402e+00
4.67370e-02;	1.36174e+00;	5.31482e-01;	1.04730e+00
1.30921e+00;	1.33055e+00;	1.18114e+00;	8.85165e-01
5.61809e-01;	3.72667e-01;	1.04287e+00;	9.18160e-01
4.42003e-01;	1.33648e+00;	1.13237e+00;	9.40460e-01
1.95028e+00;	4.32080e-01;	1.07432e+00;	1.05959e+00
1.98560e-01;	4.86858e-01;	7.95771e-01;	1.07878e+00
3.22615e-01;	1.25408e+00;	1.14934e+00;	8.64442e-01
1.97915e-02;	2.50797e-01;	8.45876e-01;	1.07872e+00
1.50850e-01;	9.30459e-01;	9.72187e-01;	9.70109e-01
3.05541e+00;	8.85433e-01;	7.33104e-01;	9.92042e-01
2.38581e+00;	7.88149e-01;	7.56514e-01;	9.37228e-01
2.15513e+00;	1.15678e+00;	7.07404e-01;	1.08671e+00
5.47485e-01;	5.95756e-01;	6.93389e-01;	8.17828e-01
2.10566e-01;	1.15725e+00;	6.32854e-01;	9.75798e-01
3.15167e-01;	8.83478e-01;	1.25264e+00;	1.08657e+00
1.55616e+00;	1.27281e+00;	8.42198e-01;	1.02415e+00
1.63103e+00;	6.06287e-01;	1.44738e+00;	9.18629e-01
3.01247e-01;	1.51233e+00;	1.01256e+00;	1.02472e+00
4.61732e-01;	1.48232e+00;	7.02923e-01;	9.98726e-01
1.58966e-01;	5.93159e-01;	1.55751e+00;	9.33558e-01
2.66859e-01;	1.45828e+00;	6.71701e-01;	1.12044e+00
1.50842e-01;	7.87041e-01;	1.02536e+00;	8.20452e-01
2.85077e-01;	3.92464e-01;	6.83711e-01;	8.93276e-01
3.05527e+00;	1.73910e+00;	6.75827e-01;	9.36988e-01
2.31039e+00;	1.22774e+00;	1.64656e+00;	9.27461e-01
1.93337e-01;	1.15151e+00;	1.03021e+00;	1.05588e+00
1.22662e+00;	6.45296e-01;	7.40237e-01;	1.04855e+00
5.20752e-01;	1.95658e+00;	9.24061e-01;	1.07840e+00
7.89531e-01;	4.35153e-01;	1.02373e+00;	1.08509e+00
5.45387e-01;	1.88158e+00;	1.15176e+00;	1.11681e+00
2.67938e+00;	9.00033e-01;	6.13578e-01;	9.91861e-01
9.72948e-01;	7.39919e-01;	3.32088e-01;	1.07071e+00
1.22350e+00;	2.86750e-01;	8.48066e-01;	1.07022e+00
4.46190e-01;	2.96227e-01;	8.14927e-01;	1.10813e+00
6.74090e-01;	1.21122e+00;	1.20752e+00;	1.04572e+00
7.29078e-01;	1.42641e+00;	1.00139e+00;	1.04873e+00
7.89047e-02;	5.33598e-01;	1.75613e+00;	1.02138e+00
8.74213e-01;	1.14286e+00;	8.48704e-01;	1.05591e+00
3.63826e-02;	5.28823e-01;	8.66043e-01;	1.11334e+00
6.66762e-01;	2.21988e+00;	1.16606e+00;	1.15686e+00
5.26771e-03;	1.14843e+00;	8.29320e-01;	1.01610e+00
1.39547e+00;	6.89904e-02;	1.03483e+00;	1.06560e+00
1.35591e-01;	6.40043e-01;	9.22942e-01;	1.02212e+00
1.91446e+00;	1.59083e+00;	1.19264e+00;	1.00945e+00
1.18713e+00;	1.15974e+00;	4.94368e-01;	1.01548e+00
4.78719e-02;	6.34387e-01;	6.47436e-01;	1.08503e+00
1.68048e+00;	1.18045e+00;	8.68966e-01;	9.35078e-01
4.32706e-01;	9.28893e-01;	1.64062e+00;	9.68191e-01
2.49842e-02;	1.06720e+00;	1.41415e+00;	1.04670e+00
5.44380e-01;	9.72489e-01;	9.28419e-01;	9.73824e-01
6.84719e-01;	4.16990e-01;	1.28104e+00;	1.05447e+00
2.28381e+00;	3.21267e-01;	1.25184e+00;	1.39459e+00
6.72811e-01;	4.86928e-01;	5.21964e-01;	1.04026e+00
3.49607e+00;	3.72441e-01;	1.11304e+00;	1.17141e+00
1.61783e+00;	4.44942e-01;	8.01456e-01;	1.13632e+00
1.06880e+00;	8.66133e-01;	1.25170e+00;	1.06951e+00
1.73510e+00;	1.13189e-01;	1.22296e+00;	8.52410e-01
2.51302e-01;	1.35212e+00;	7.97347e-01;	1.01445e+00
1.91305e-01;	3.15094e-01;	1.42660e+00;	9.52256e-01
1.19108e+00;	5.80983e-01;	9.75655e-01;	1.09584e+00
3.04915e-01;	7.01591e-01;	9.71744e-01;	9.62552e-01
2.33749e-02;	3.32006e+00;	1.13513e+00;	1.20176e+00
4.28755e+00;	4.13693e-01;	8.33073e-01;	8.85911e-01
3.36143e-01;	1.13688e+00;	9.55768e-01;	9.90381e-01
1.24607e+00;	5.82479e-01;	1.14734e+00;	1.20445e+00
3.16991e-01;	1.37136e+00;	7.55297e-01;	1.04858e+00
7.64873e-01;	6.19197e-01;	8.02178e-01;	1.02704e+00
1.59204e+00;	3.57694e-01;	1.31729e+00;	1.31894e+00
4.42216e-01;	3.49765e+00;	7.11710e-01;	8.04139e-01
1.56173e-01;	1.44204e+00;	9.20688e-01;	8.74510e-01
6.15752e-01;	1.12177e+00;	9.39980e-01;	9.77974e-01
2.26928e-01;	7.31059e-01;	1.62542e+00;	1.01270e+00
6.71649e-01;	7.05358e-01;	1.17237e+00;	1.02268e+00
6.18608e-01;	1.03290e+00;	1.19516e+00;	9.74083e-01
1.82271e-02;	8.41364e-01;	1.33078e+00;	1.07899e+00
2.11147e+00;	1.21170e+00;	7.24976e-01;	7.39076e-01
1.85042e+00;	8.57234e-01;	7.23184e-01;	9.67020e-01
1.10375e-01;	3.29814e-01;	8.18220e-01;	9.31123e-01
3.48413e-01;	6.86895e-01;	1.74437e+00;	9.14618e-01
1.10813e+00;	2.53472e+00;	9.00143e-01;	8.12690e-01
1.88813e+00;	2.24281e+00;	8.04989e-01;	1.01955e+00
7.69401e-02;	9.35719e-01;	6.23373e-01;	1.06966e+00
1.18699e+00;	1.17524e+00;	3.61594e-01;	9.38965e-01
9.24918e-01;	1.06165e+00;	1.18464e+00;	1.13893e+00
8.09557e-01;	8.71243e-01;	7.58527e-01;	8.81416e-01
2.66747e+00;	1.32378e+00;	1.23522e+00;	1.01218e+00
1.82719e+00;	1.46044e+00;	1.75777e+00;	1.04790e+00
2.25138e+00;	4.00605e-01;	5.76517e-01;	1.15154e+00
1.96269e-01;	1.36465e+00;	1.25635e+00;	9.87686e-01
1.06838e+00;	2.17764e-01;	1.53165e+00;	8.46866e-01
1.98490e+00;	1.27717e+00;	6.89222e-01;	9.89260e-01
9.05490e-01;	1.13127e+00;	1.04579e+00;	9.19561e-01
2.97149e-01;	7.35542e-01;	1.32053e+00;	9.18049e-01
2.09068e+00;	1.10602e+00;	4.51572e-01;	9.32466e-01
2.73910e+00;	3.98969e+00;	8.75056e-01;	1.13224e+00
5.93210e-02;	3.89959e-01;	1.05903e+00;	8.83574e-01
1.45223e-01;	6.08739e-01;	5.83776e-01;	1.09060e+00
3.07696e+00;	9.84024e-01;	1.20078e+00;	9.28145e-01
2.04193e+00;	4.63724e-01;	7.29863e-01;	9.87186e-01
1.41352e+00;	3.16068e-01;	1.02257e+00;	1.03267e+00
3.17262e-01;	1.02923e+00;	4.53629e-01;	1.23110e+00
1.20359e+00;	2.53228e+00;	6.89201e-01;	1.11805e+00
1.01012e+00;	2.16499e-01;	8.85761e-01;	9.41855e-01
1.00618e+00;	1.35522e+00;	7.40068e-01;	9.66621e-01
2.20555e+00;	2.18626e+00;	6.90529e-01;	1.07526e+00
1.39728e+00;	5.00173e-01;	8.39854e-01;	1.07066e+00
9.53594e-01;	2.31237e-01;	8.68282e-01;	1.06954e+00
3.67157e-01;	1.91356e-01;	5.15326e-01;	7.76877e-01
4.00868e-01;	6.97824e-01;	1.69242e+00;	1.00202e+00
7.66348e-01;	8.25697e-01;	5.95543e-01;	9.64874e-01
2.77449e+00;	7.76317e-01;	9.57449e-01;	9.68861e-01
2.27460e+00;	1.71607e+00;	8.51935e-01;	9.32162e-01
1.27483e+00;	1.14869e+00;	6.96620e-01;	1.02312e+00
3.21983e+00;	1.42321e+00;	1.21634e+00;	7.67215e-01
2.54251e-01;	1.10244e+00;	1.18577e+00;	9.50343e-01
1.44460e-01;	9.77302e-01;	9.29528e-01;	1.03873e+00
9.75275e-02;	2.19207e-01;	1.03382e+00;	9.63938e-01
9.10172e-01;	1.44929e+00;	1.41601e+00;	1.16476e+00
1.40049e+00;	1.18906e+00;	1.23105e+00;	9.36646e-01
4.11479e-01;	2.33140e+00;	9.11927e-01;	9.27215e-01
1.44120e+00;	3.94276e-01;	1.16219e+00;	9.45221e-01
1.94986e-01;	3.66732e-01;	9.72534e-01;	9.83502e-01
3.94722e-01;	5.10577e-01;	9.15960e-01;	8.39058e-01
1.11398e-01;	1.51224e-01;	1.47648e+00;	1.12866e+00
1.72050e+00;	1.17579e+00;	9.55863e-01;	9.66630e-01
4.31002e-01;	2.26932e+00;	8.96010e-01;	1.12596e+00
2.19185e+00;	1.72699e-01;	1.02938e+00;	9.24706e-01
8.57927e-01;	7.99137e-01;	1.40102e+00;	9.10328e-01
1.57468e-01;	4.84355e-01;	4.89288e-01;	9.03573e-01
4.82967e-01;	2.07271e-01;	6.48318e-01;	1.06659e+00
3.94505e+00;	1.22568e+00;	1.22986e+00;	1.08987e+00
4.55418e-02;	1.52885e+00;	1.32397e+00;	9.58815e-01
7.34529e-03;	4.04077e-01;	6.43614e-01;	1.02715e+00
9.11328e-01;	2.87799e-01;	2.87099e-01;	8.96801e-01
1.44883e-01;	4.61277e-01;	1.25422e+00;	1.03257e+00
7.94373e-02;	2.92004e-01;	3.48237e-01;	1.09900e+00
6.42663e-01;	7.00072e-01;	1.33349e+00;	1.05055e+00
1.54628e-01;	7.35775e-02;	1.46167e+00;	8.60246e-01
2.17652e+00;	5.85353e-01;	9.34669e-01;	9.39297e-01
4.39819e-02;	1.43846e+00;	6.51819e-01;	9.85021e-01
5.52934e-01;	1.12318e+00;	1.15538e+00;	1.04324e+00
2.66875e-01;	1.18981e+00;	1.51724e+00;	9.99313e-01
1.45990e+00;	4.81962e-01;	1.49731e+00;	1.08333e+00
1.09015e+00;	2.62969e-01;	9.79226e-01;	9.17512e-01
1.20118e+00;	7.08067e-01;	8.50031e-01;	1.05777e+00
5.55285e+00;	3.87693e-01;	1.09789e+00;	1.03401e+00
1.43078e+00;	4.92124e-01;	9.21996e-01;	1.06922e+00
1.12725e+00;	3.87847e-01;	8.53858e-01;	8.57395e-01
8.92990e-03;	5.89421e-01;	1.08109e+00;	9.88878e-01
7.76266e-02;	6.16845e-01;	1.46720e+00;	7.69356e-01
1.15514e+00;	8.06688e-01;	1.23698e+00;	1.16346e+00
6.62157e-01;	2.49294e+00;	5.35957e-01;	1.06350e+00
1.36706e+00;	1.54902e+00;	1.42263e+00;	1.03917e+00
4.18334e-01;	2.18432e+00;	7.60981e-01;	1.17982e+00
2.85456e+00;	1.15479e+00;	9.03365e-01;	1.16182e+00
7.97805e-01;	1.63434e+00;	1.00219e+00;	1.00556e+00
3.04097e-01;	5.89413e-01;	5.72254e-01;	1.01744e+00
4.41957e-01;	6.57271e-01;	5.97410e-01;	9.04360e-01
2.72101e-01;	8.72917e-01;	8.36529e-01;	8.08861e-01
9.11088e-01;	8.24620e-02;	1.13404e+00;	1.19375e+00
3.52398e+00;	6.58288e-01;	1.41306e+00;	9.86603e-01
3.16930e-01;	2.05670e+00;	1.38412e+00;	8.74371e-01
2.28816e-01;	2.30776e+00;	9.92758e-01;	9.45321e-01
4.82016e-01;	9.57255e-01;	4.83638e-01;	1.13427e+00
6.00835e-01;	2.15051e-01;	6.97347e-01;	1.01081e+00
6.39506e-02;	2.74581e-01;	1.28489e+00;	9.35756e-01
4.92040e-01;	1.80601e-01;	8.35017e-01;	9.40035e-01
2.36977e+00;	2.06182e+00;	1.43805e+00;	9.81627e-01
7.23537e-01;	5.49776e-01;	7.72906e-01;	1.06431e+00
3.88781e-01;	6.98593e-01;	1.02194e+00;	9.15057e-01
7.34123e-01;	1.69292e+00;	1.57154e+00;	9.20738e-01
7.93699e-01;	5.60960e-01;	1.23639e+00;	9.62465e-01
1.46122e+00;	2.33696e+00;	1.08829e+00;	1.07986e+00
2.57538e-01;	8.57324e-01;	8.92096e-01;	9.35088e-01
2.74177e-01;	1.78293e+00;	1.42330e+00;	9.58728e-01
8.01184e-01;	8.27910e-01;	1.13552e+00;	8.74004e-01
2.22405e+00;	4.89377e-01;	1.58419e+00;	1.00040e+00
1.36995e-01;	4.44515e-01;	1.31627e+00;	9.38774e-01
9.45077e-02;	3.18214e-01;	7.06566e-01;	1.16777e+00
1.08060e+00;	4.25378e-01;	8.24576e-01;	1.10097e+00
1.74059e+00;	1.00267e+00;	8.69835e-01;	1.03166e+00
2.20096e+00;	1.05658e+00;	1.21443e+00;	9.62618e-01
2.51942e-01;	1.63351e+00;	8.69234e-01;	1.05216e+00
3.51340e-01;	8.22520e-01;	7.87936e-01;	1.00578e+00
1.60853e+00;	1.03259e+00;	1.34203e+00;	1.09416e+00
4.58957e-01;	6.64466e-01;	4.59086e-01;	9.64396e-01
3.98654e-01;	6.32385e-01;	9.51808e-01;	8.98299e-01
4.90464e-01;	6.66307e-01;	1.81964e+00;	1.08641e+00
4.99099e-01;	1.27178e+00;	1.15407e+00;	9.38009e-01
1.87939e-01;	2.09952e+00;	1.26577e+00;	1.01372e+00
2.80822e-01;	9.65298e-01;	7.16616e-01;	9.72547e-01
1.29854e+00;	1.66780e+00;	1.52043e+00;	1.22962e+00
5.72923e-02;	4.30346e-01;	6.99358e-01;	1.01208e+00
3.03829e-01;	6.33125e-01;	1.26482e+00;	1.17673e+00
1.16679e+00;	6.96598e-01;	8.06639e-01;	9.98960e-01
2.17385e-01;	4.88577e-01;	1.03846e+00;	1.00333e+00
1.16393e-01;	2.12804e+00;	7.36565e-01;	1.05629e+00
4.58081e-01;	4.66486e-01;	9.65100e-01;	9.12804e-01
3.37251e+00;	1.33603e-01;	1.36522e+00;	9.58299e-01
4.21518e-01;	8.20666e-01;	1.22377e+00;	8.69276e-01
1.55952e+00;	1.84362e+00;	1.11276e+00;	8.84562e-01
1.92194e-01;	7.63451e-01;	1.17063e+00;	8.90427e-01
2.48763e-01;	2.55545e-01;	1.23681e+00;	1.00217e+00
2.45395e-01;	8.85950e-01;	1.38827e+00;	8.71661e-01
3.43159e-02;	4.80909e-01;	1.09912e+00;	1.01354e+00
1.04430e+00;	3.38949e-01;	9.42612e-01;	9.06419e-01
2.28476e-02;	2.71253e+00;	6.42483e-01;	9.61551e-01
1.72503e+00;	1.83778e-01;	7.22006e-01;	1.01432e+00
9.13911e-01;	2.97583e+00;	9.12225e-01;	9.91315e-01
9.68221e-01;	8.69458e-01;	1.58090e+00;	1.16690e+00
8.51583e-01;	6.51126e-01;	1.09100e+00;	1.00733e+00
1.80554e+00;	8.98502e-01;	8.28818e-01;	9.60532e-01
4.91854e-01;	8.76336e-01;	7.54917e-01;	1.01186e+00
2.30898e-01;	9.16547e-01;	8.97012e-01;	1.12555e+00
7.03815e-01;	1.08414e+00;	8.63563e-01;	9.04916e-01
1.79229e+00;	1.39487e+00;	8.53759e-01;	1.05612e+00
2.45386e-01;	5.22186e-01;	1.01161e+00;	8.93432e-01
1.39033e-01;	8.90581e-01;	1.42224e+00;	9.92369e-01
1.52044e+00;	9.19634e-01;	8.41807e-01;	1.00066e+00
2.38303e+00;	9.43455e-01;	1.10815e+00;	1.00947e+00
9.30685e-01;	3.95922e+00;	7.20799e-01;	9.23911e-01
3.78500e-01;	1.98338e+00;	1.19859e+00;	1.02330e+00
3.08605e-01;	1.36658e+00;	8.15892e-01;	1.05182e+00
2.27906e+00;	3.00591e-01;	1.03731e+00;	1.11463e+00
5.83396e-01;	4.45263e-01;	8.17141e-01;	9.30808e-01
6.78911e-02;	1.35575e+00;	1.12288e+00;	1.03869e+00
9.52704e-01;	1.50079e-01;	8.90733e-01;	1.03160e+00
2.03343e+00;	3.28919e-01;	9.50920e-01;	1.01938e+00
1.94781e+00;	9.38455e-01;	7.56877e-01;	1.07372e+00
1.84987e+00;	4.49970e-01;	5.20798e-01;	8.76349e-01
1.37153e+00;	2.33038e+00;	1.39238e+00;	1.05364e+00
1.26235e+00;	3.02942e+00;	4.92706e-01;	1.23031e+00
7.75727e-01;	1.26083e+00;	1.36743e+00;	9.30719e-01
6.98319e-01;	1.37719e+00;	1.21807e+00;	9.18744e-01
7.69808e-01;	1.00143e+00;	1.48761e+00;	9.42273e-01
1.54464e-01;	1.01078e+00;	4.81524e-01;	1.11486e+00
1.11049e+00;	1.54575e+00;	7.47311e-01;	1.12759e+00
3.40311e-01;	3.57763e-01;	6.12984e-01;	8.29504e-01
2.64374e+00;	5.98529e-01;	1.16194e+00;	1.01240e+00
5.23744e-01;	2.18545e+00;	7.28208e-01;	9.43991e-01
1.86758e-01;	1.16096e+00;	7.51626e-01;	1.00711e+00
1.57412e+00;	3.94920e-01;	9.86983e-01;	1.21823e+00
4.84084e-01;	2.36868e-01;	1.05887e+00;	9.84266e-01
